joint_0,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,joint_7,joint_8,joint_9,joint_10,joint_11
-1.1222,-5.2681,42.2248,-3.8915,0.0382,4.7142,-17.7213,-16.6113,7.1946,8.0647,-2.0724,15.801
24.1705,-14.5038,11.6104,-2.8021,1.8678,3.4682,-25.6649,-12.5416,-5.9648,-16.524,3.8454,-30.2618
-0.2624,1.9815,5.152,0.2569,1.9804,4.8052,30.4442,-16.6606,21.7033,6.7457,-3.6842,21.6602
-27.3799,-7.6453,-38.3814,0.2278,-4.3222,8.6832,8.9577,21.8075,-4.4952,-4.4139,6.0583,2.3957
12.2814,-35.3645,25.7932,11.5241,14.7081,-21.5822,-35.7137,-10.627,-18.3452,2.6093,26.5625,-36.5948
15.1377,17.6398,-10.6862,-6.127,3.4005,30.5931,18.9565,15.2361,-17.9243,-1.5908,6.6484,-5.1974
-15.1902,43.0963,14.1494,21.7842,22.1279,-13.6883,3.0915,-2.2593,-0.8711,-3.2432,-3.29,2.0976
-11.0791,1.9366,35.2174,2.3093,-3.2828,5.9941,13.8447,-3.763,-5.0554,-5.162,-2.1408,7.1289
2.1518,-10.3895,40.3395,1.321,-18.5378,-1.8038,-15.108,-3.5406,-2.4814,-3.9504,-3.5341,-3.9127
-14.2365,-7.1431,-20.629,6.4865,-7.2406,1.1102,-14.9662,-6.4395,-17.0689,-1.5293,-3.2906,0.774
6.1722,-17.2222,-22.6634,2.8095,1.4038,0.0097,5.2341,-1.8854,4.889,-0.2908,1.7004,-0.5031
4.9586,-17.5056,8.5643,-2.0247,6.6672,-0.1391,3.2361,-0.7562,4.2547,0.3371,-3.5451,-0.0725
-0.0723,13.5555,-6.5578,2.4613,-0.1581,0.0995,0.1156,1.3421,-2.0235,0.463,-8.49,8.4387
11.0533,37.0892,-9.7151,31.3983,-1.6308,-0.0364,-4.467,1.8253,1.2535,-0.1311,18.0571,6.682
-24.1952,10.8293,-10.9742,-31.5722,0.8863,0.0681,-5.5307,1.0957,-2.2192,1.2037,-5.1434,2.9252
0.3551,-23.6991,28.2358,-5.9481,3.5124,-0.1421,-3.1543,0.1771,-7.7727,0.2591,1.5786,2.2547
-1.1752,-24.8749,-28.8183,-7.1884,1.8195,0.236,-0.1431,-0.3736,4.5232,-0.5114,-6.0871,-11.4014
-6.8441,-34.1212,-28.9853,-4.7725,-1.8535,-0.2802,4.8299,-1.5628,7.1968,-0.0538,-3.7121,3.0913
-0.8032,-9.7056,1.1368,-1.1858,-0.515,0.3974,-1.3288,7.1493,2.7799,-0.4226,-2.4109,-0.281
23.9639,30.2005,13.1723,-12.5138,-2.672,0.1193,-2.2836,7.4709,-20.3257,0.0843,10.4568,-6.1791
-0.9916,41.1782,28.6812,11.9888,-1.4674,-0.4961,5.478,5.635,-0.2264,-0.0429,14.8021,-12.0511
-1.6857,28.3664,24.7071,10.2709,-1.6765,0.2301,-3.9049,-0.8376,5.429,-0.434,-30.7886,-2.1319
1.2176,12.4535,21.7662,-5.7431,1.2473,0.0564,4.8078,-1.104,-13.6754,-0.2148,-1.9056,-3.3481
-1.9294,-4.5113,6.5155,-17.3475,-3.9969,0.268,0.0573,-2.7238,-12.4567,-0.3146,-8.0937,9.7876
10.0993,30.3565,3.4714,-6.1771,2.5167,4.0935,26.3246,1.416,-26.2126,14.5549,13.8156,-45.381
-18.9612,19.3864,-26.9376,-4.6001,-0.7022,6.4932,-15.9825,6.7064,15.994,-10.679,1.7149,55.6078
30.2152,-14.2702,2.1106,-2.8778,0.959,3.9029,-17.6492,-26.1834,-2.5929,-15.4298,5.1049,-41.2656
-22.0865,-18.3867,-27.7115,-0.3635,0.8868,7.1398,45.0653,-0.4302,8.7648,0.4943,-3.3444,35.839
-20.7999,-14.9924,10.7173,-0.5771,-0.8346,2.082,-4.8112,9.6803,-1.0678,0.0566,-1.8873,13.2987
19.6897,14.1006,-14.6851,0.0759,-0.3033,-4.7487,-27.9186,-5.4718,1.8117,-8.0982,10.8372,4.7651
28.5701,29.5148,26.616,5.6587,16.5762,-15.044,-9.9084,5.6345,7.6645,0.7834,0.835,-0.4682
-25.824,7.0053,8.8434,-2.2395,24.3606,0.8993,13.997,-9.208,-12.8944,0.8474,-3.085,1.1302
-11.8445,1.3085,-1.3629,-8.0134,5.3212,1.5827,29.1026,0.97,13.7071,-1.4264,-0.5811,1.6426
31.3904,-26.4688,-11.8145,11.883,-14.5841,-2.0723,-41.8943,-1.0406,-3.9267,6.5573,10.3178,-1.1106
-15.2588,-83.9393,23.7054,-19.354,-16.1583,1.2346,-11.9155,-11.8458,38.768,1.2236,2.3066,-10.2678
-0.7238,-28.326,-25.7488,4.2178,10.1407,-2.7483,20.986,17.512,-0.3298,3.1227,-7.2359,2.8345
-4.7489,-13.3643,13.2933,7.6889,9.2223,1.1566,1.4228,-0.7177,-6.29,1.7847,5.3692,0.5914
19.1505,23.9963,6.5686,-5.4434,-9.9124,-0.4209,12.2918,-4.9244,1.2349,0.7703,-1.7246,-4.1836
9.2197,38.2825,34.6854,-8.1104,-1.861,1.3613,4.216,-1.3678,1.4543,0.3528,-11.1889,4.4447
-2.3472,52.1736,12.3723,10.8568,12.4732,-0.7264,9.3868,-3.7067,29.2534,0.1264,-6.778,-0.0982
14.4672,-3.104,18.94,-11.2094,-5.5966,0.5589,5.7066,3.047,-4.7814,-0.6572,-10.2368,7.9189
-11.4594,12.7242,-19.9051,-7.0543,-4.7952,-0.5852,-1.1118,-10.7242,18.4237,-0.3584,2.2128,-3.5793
-15.5917,22.1631,-32.1361,6.7675,4.102,0.2074,10.2454,-0.704,5.2233,-0.3046,-0.9194,20.8008
21.9544,-17.449,20.4771,6.6798,9.7442,-0.4435,2.9349,7.6099,-25.8434,-0.0995,0.4254,5.742
7.6873,-8.577,2.3038,-5.616,-8.6148,0.3998,-0.1212,-0.1716,5.3438,-0.2724,-4.6704,-9.6859
-9.4262,-0.1316,-23.9513,-7.8066,-1.0149,-0.1107,-0.0381,-0.0878,4.5539,0.0826,-6.6144,7.4407
6.1605,3.47,8.9287,7.3441,4.9291,-0.345,-0.8422,0.6841,4.2098,-0.0669,-1.5658,-6.3407
18.5009,22.2385,17.6933,-2.6259,7.6256,0.3708,0.0857,0.4988,4.5057,-0.1639,0.4373,-1.3163
-15.7427,-4.7844,8.7261,-3.2725,-11.3192,-0.461,11.3423,-6.7497,10.9337,0.0336,4.5745,-13.6682
5.6093,-23.2148,-5.9729,4.8768,-1.2298,0.4934,-4.0345,6.6908,1.3946,2.3907,-11.1704,20.1628
-2.0295,8.8064,-25.8075,1.8437,3.0821,-0.0851,0.2629,0.406,-6.1496,-2.452,-8.8376,12.967
21.4382,15.2995,29.0518,3.6377,0.5933,-0.0843,-0.4412,0.3158,7.4849,-3.4202,10.6218,3.8457
5.7992,-13.53,28.0344,-21.6511,4.2801,0.112,3.2669,-0.2509,4.9796,0.9913,-3.1591,-14.4163
-15.569,-2.296,-19.2707,-17.1244,1.8385,0.3757,5.9398,6.4257,-6.3516,1.7605,0.6822,-8.0696
-2.2805,6.2301,-7.8974,11.0734,-4.4166,-0.3059,1.3079,0.5804,-8.5751,-3.5701,1.7406,-4.8909
2.9014,7.6432,-11.6895,9.7001,-1.1911,0.2114,-0.4112,-0.0572,5.4019,-1.215,-1.6777,19.9692
5.3473,-2.6963,4.5835,10.1798,-0.6339,-0.4651,3.4926,-1.0492,-15.7961,0.1056,-4.6347,-2.9671
